context,target,condition,subject1,object1,object2,item,stim_classname,subject2
Dad gave Donald Trump a choice of gifts between a thermos or a dax. Donald Trump picked a thermos.,Donald Trump valued a thermos more than a dax.,congruent,Donald Trump,a thermos,a dax,82,value_subjective,Dad
Dad gave Donald Trump a choice of gifts between a thermos or a dax. Donald Trump picked a dax.,Donald Trump valued a dax more than a thermos.,congruent,Donald Trump,a thermos,a dax,82,value_subjective,Dad
Dad gave Donald Trump a choice of gifts between a thermos or a dax. Donald Trump picked a thermos.,Donald Trump valued a dax more than a thermos.,incongruent,Donald Trump,a thermos,a dax,82,value_subjective,Dad
Dad gave Donald Trump a choice of gifts between a thermos or a dax. Donald Trump picked a dax.,Donald Trump valued a thermos more than a dax.,incongruent,Donald Trump,a thermos,a dax,82,value_subjective,Dad
Dad gave Donald Trump a choice of gifts between a thermos or a blicket. Donald Trump picked a thermos.,Donald Trump valued a thermos more than a blicket.,congruent,Donald Trump,a thermos,a blicket,83,value_subjective,Dad
Dad gave Donald Trump a choice of gifts between a thermos or a blicket. Donald Trump picked a blicket.,Donald Trump valued a blicket more than a thermos.,congruent,Donald Trump,a thermos,a blicket,83,value_subjective,Dad
Dad gave Donald Trump a choice of gifts between a thermos or a blicket. Donald Trump picked a thermos.,Donald Trump valued a blicket more than a thermos.,incongruent,Donald Trump,a thermos,a blicket,83,value_subjective,Dad
Dad gave Donald Trump a choice of gifts between a thermos or a blicket. Donald Trump picked a blicket.,Donald Trump valued a thermos more than a blicket.,incongruent,Donald Trump,a thermos,a blicket,83,value_subjective,Dad
Dad gave Donald Trump a choice of gifts between a mug or a watch. Donald Trump picked a mug.,Donald Trump valued a mug more than a watch.,congruent,Donald Trump,a mug,a watch,84,value_subjective,Dad
Dad gave Donald Trump a choice of gifts between a mug or a watch. Donald Trump picked a watch.,Donald Trump valued a watch more than a mug.,congruent,Donald Trump,a mug,a watch,84,value_subjective,Dad
Dad gave Donald Trump a choice of gifts between a mug or a watch. Donald Trump picked a mug.,Donald Trump valued a watch more than a mug.,incongruent,Donald Trump,a mug,a watch,84,value_subjective,Dad
Dad gave Donald Trump a choice of gifts between a mug or a watch. Donald Trump picked a watch.,Donald Trump valued a mug more than a watch.,incongruent,Donald Trump,a mug,a watch,84,value_subjective,Dad
Dad gave Donald Trump a choice of gifts between a mug or a dax. Donald Trump picked a mug.,Donald Trump valued a mug more than a dax.,congruent,Donald Trump,a mug,a dax,85,value_subjective,Dad
Dad gave Donald Trump a choice of gifts between a mug or a dax. Donald Trump picked a dax.,Donald Trump valued a dax more than a mug.,congruent,Donald Trump,a mug,a dax,85,value_subjective,Dad
Dad gave Donald Trump a choice of gifts between a mug or a dax. Donald Trump picked a mug.,Donald Trump valued a dax more than a mug.,incongruent,Donald Trump,a mug,a dax,85,value_subjective,Dad
Dad gave Donald Trump a choice of gifts between a mug or a dax. Donald Trump picked a dax.,Donald Trump valued a mug more than a dax.,incongruent,Donald Trump,a mug,a dax,85,value_subjective,Dad
Dad gave Donald Trump a choice of gifts between a mug or a blicket. Donald Trump picked a mug.,Donald Trump valued a mug more than a blicket.,congruent,Donald Trump,a mug,a blicket,86,value_subjective,Dad
Dad gave Donald Trump a choice of gifts between a mug or a blicket. Donald Trump picked a blicket.,Donald Trump valued a blicket more than a mug.,congruent,Donald Trump,a mug,a blicket,86,value_subjective,Dad
Dad gave Donald Trump a choice of gifts between a mug or a blicket. Donald Trump picked a mug.,Donald Trump valued a blicket more than a mug.,incongruent,Donald Trump,a mug,a blicket,86,value_subjective,Dad
Dad gave Donald Trump a choice of gifts between a mug or a blicket. Donald Trump picked a blicket.,Donald Trump valued a mug more than a blicket.,incongruent,Donald Trump,a mug,a blicket,86,value_subjective,Dad
Dad gave Donald Trump a choice of gifts between a watch or a dax. Donald Trump picked a watch.,Donald Trump valued a watch more than a dax.,congruent,Donald Trump,a watch,a dax,87,value_subjective,Dad
Dad gave Donald Trump a choice of gifts between a watch or a dax. Donald Trump picked a dax.,Donald Trump valued a dax more than a watch.,congruent,Donald Trump,a watch,a dax,87,value_subjective,Dad
Dad gave Donald Trump a choice of gifts between a watch or a dax. Donald Trump picked a watch.,Donald Trump valued a dax more than a watch.,incongruent,Donald Trump,a watch,a dax,87,value_subjective,Dad
Dad gave Donald Trump a choice of gifts between a watch or a dax. Donald Trump picked a dax.,Donald Trump valued a watch more than a dax.,incongruent,Donald Trump,a watch,a dax,87,value_subjective,Dad
Dad gave Donald Trump a choice of gifts between a watch or a blicket. Donald Trump picked a watch.,Donald Trump valued a watch more than a blicket.,congruent,Donald Trump,a watch,a blicket,88,value_subjective,Dad
Dad gave Donald Trump a choice of gifts between a watch or a blicket. Donald Trump picked a blicket.,Donald Trump valued a blicket more than a watch.,congruent,Donald Trump,a watch,a blicket,88,value_subjective,Dad
Dad gave Donald Trump a choice of gifts between a watch or a blicket. Donald Trump picked a watch.,Donald Trump valued a blicket more than a watch.,incongruent,Donald Trump,a watch,a blicket,88,value_subjective,Dad
Dad gave Donald Trump a choice of gifts between a watch or a blicket. Donald Trump picked a blicket.,Donald Trump valued a watch more than a blicket.,incongruent,Donald Trump,a watch,a blicket,88,value_subjective,Dad
Dad gave Donald Trump a choice of gifts between a dax or a blicket. Donald Trump picked a dax.,Donald Trump valued a dax more than a blicket.,congruent,Donald Trump,a dax,a blicket,89,value_subjective,Dad
Dad gave Donald Trump a choice of gifts between a dax or a blicket. Donald Trump picked a blicket.,Donald Trump valued a blicket more than a dax.,congruent,Donald Trump,a dax,a blicket,89,value_subjective,Dad
Dad gave Donald Trump a choice of gifts between a dax or a blicket. Donald Trump picked a dax.,Donald Trump valued a blicket more than a dax.,incongruent,Donald Trump,a dax,a blicket,89,value_subjective,Dad
Dad gave Donald Trump a choice of gifts between a dax or a blicket. Donald Trump picked a blicket.,Donald Trump valued a dax more than a blicket.,incongruent,Donald Trump,a dax,a blicket,89,value_subjective,Dad
Dad gave Mom a choice of gifts between a thermos or a mug. Mom picked a thermos.,Mom valued a thermos more than a mug.,congruent,Mom,a thermos,a mug,90,value_subjective,Dad
Dad gave Mom a choice of gifts between a thermos or a mug. Mom picked a mug.,Mom valued a mug more than a thermos.,congruent,Mom,a thermos,a mug,90,value_subjective,Dad
Dad gave Mom a choice of gifts between a thermos or a mug. Mom picked a thermos.,Mom valued a mug more than a thermos.,incongruent,Mom,a thermos,a mug,90,value_subjective,Dad
Dad gave Mom a choice of gifts between a thermos or a mug. Mom picked a mug.,Mom valued a thermos more than a mug.,incongruent,Mom,a thermos,a mug,90,value_subjective,Dad
Dad gave Mom a choice of gifts between a thermos or a watch. Mom picked a thermos.,Mom valued a thermos more than a watch.,congruent,Mom,a thermos,a watch,91,value_subjective,Dad
Dad gave Mom a choice of gifts between a thermos or a watch. Mom picked a watch.,Mom valued a watch more than a thermos.,congruent,Mom,a thermos,a watch,91,value_subjective,Dad
Dad gave Mom a choice of gifts between a thermos or a watch. Mom picked a thermos.,Mom valued a watch more than a thermos.,incongruent,Mom,a thermos,a watch,91,value_subjective,Dad
Dad gave Mom a choice of gifts between a thermos or a watch. Mom picked a watch.,Mom valued a thermos more than a watch.,incongruent,Mom,a thermos,a watch,91,value_subjective,Dad
Dad gave Mom a choice of gifts between a thermos or a dax. Mom picked a thermos.,Mom valued a thermos more than a dax.,congruent,Mom,a thermos,a dax,92,value_subjective,Dad
Dad gave Mom a choice of gifts between a thermos or a dax. Mom picked a dax.,Mom valued a dax more than a thermos.,congruent,Mom,a thermos,a dax,92,value_subjective,Dad
Dad gave Mom a choice of gifts between a thermos or a dax. Mom picked a thermos.,Mom valued a dax more than a thermos.,incongruent,Mom,a thermos,a dax,92,value_subjective,Dad
Dad gave Mom a choice of gifts between a thermos or a dax. Mom picked a dax.,Mom valued a thermos more than a dax.,incongruent,Mom,a thermos,a dax,92,value_subjective,Dad
Dad gave Mom a choice of gifts between a thermos or a blicket. Mom picked a thermos.,Mom valued a thermos more than a blicket.,congruent,Mom,a thermos,a blicket,93,value_subjective,Dad
Dad gave Mom a choice of gifts between a thermos or a blicket. Mom picked a blicket.,Mom valued a blicket more than a thermos.,congruent,Mom,a thermos,a blicket,93,value_subjective,Dad
Dad gave Mom a choice of gifts between a thermos or a blicket. Mom picked a thermos.,Mom valued a blicket more than a thermos.,incongruent,Mom,a thermos,a blicket,93,value_subjective,Dad
Dad gave Mom a choice of gifts between a thermos or a blicket. Mom picked a blicket.,Mom valued a thermos more than a blicket.,incongruent,Mom,a thermos,a blicket,93,value_subjective,Dad
Dad gave Mom a choice of gifts between a mug or a watch. Mom picked a mug.,Mom valued a mug more than a watch.,congruent,Mom,a mug,a watch,94,value_subjective,Dad
Dad gave Mom a choice of gifts between a mug or a watch. Mom picked a watch.,Mom valued a watch more than a mug.,congruent,Mom,a mug,a watch,94,value_subjective,Dad
Dad gave Mom a choice of gifts between a mug or a watch. Mom picked a mug.,Mom valued a watch more than a mug.,incongruent,Mom,a mug,a watch,94,value_subjective,Dad
Dad gave Mom a choice of gifts between a mug or a watch. Mom picked a watch.,Mom valued a mug more than a watch.,incongruent,Mom,a mug,a watch,94,value_subjective,Dad
Dad gave Mom a choice of gifts between a mug or a dax. Mom picked a mug.,Mom valued a mug more than a dax.,congruent,Mom,a mug,a dax,95,value_subjective,Dad
Dad gave Mom a choice of gifts between a mug or a dax. Mom picked a dax.,Mom valued a dax more than a mug.,congruent,Mom,a mug,a dax,95,value_subjective,Dad
Dad gave Mom a choice of gifts between a mug or a dax. Mom picked a mug.,Mom valued a dax more than a mug.,incongruent,Mom,a mug,a dax,95,value_subjective,Dad
Dad gave Mom a choice of gifts between a mug or a dax. Mom picked a dax.,Mom valued a mug more than a dax.,incongruent,Mom,a mug,a dax,95,value_subjective,Dad
Dad gave Mom a choice of gifts between a mug or a blicket. Mom picked a mug.,Mom valued a mug more than a blicket.,congruent,Mom,a mug,a blicket,96,value_subjective,Dad
Dad gave Mom a choice of gifts between a mug or a blicket. Mom picked a blicket.,Mom valued a blicket more than a mug.,congruent,Mom,a mug,a blicket,96,value_subjective,Dad
Dad gave Mom a choice of gifts between a mug or a blicket. Mom picked a mug.,Mom valued a blicket more than a mug.,incongruent,Mom,a mug,a blicket,96,value_subjective,Dad
Dad gave Mom a choice of gifts between a mug or a blicket. Mom picked a blicket.,Mom valued a mug more than a blicket.,incongruent,Mom,a mug,a blicket,96,value_subjective,Dad
Dad gave Mom a choice of gifts between a watch or a dax. Mom picked a watch.,Mom valued a watch more than a dax.,congruent,Mom,a watch,a dax,97,value_subjective,Dad
Dad gave Mom a choice of gifts between a watch or a dax. Mom picked a dax.,Mom valued a dax more than a watch.,congruent,Mom,a watch,a dax,97,value_subjective,Dad
Dad gave Mom a choice of gifts between a watch or a dax. Mom picked a watch.,Mom valued a dax more than a watch.,incongruent,Mom,a watch,a dax,97,value_subjective,Dad
Dad gave Mom a choice of gifts between a watch or a dax. Mom picked a dax.,Mom valued a watch more than a dax.,incongruent,Mom,a watch,a dax,97,value_subjective,Dad
Dad gave Mom a choice of gifts between a watch or a blicket. Mom picked a watch.,Mom valued a watch more than a blicket.,congruent,Mom,a watch,a blicket,98,value_subjective,Dad
Dad gave Mom a choice of gifts between a watch or a blicket. Mom picked a blicket.,Mom valued a blicket more than a watch.,congruent,Mom,a watch,a blicket,98,value_subjective,Dad
Dad gave Mom a choice of gifts between a watch or a blicket. Mom picked a watch.,Mom valued a blicket more than a watch.,incongruent,Mom,a watch,a blicket,98,value_subjective,Dad
Dad gave Mom a choice of gifts between a watch or a blicket. Mom picked a blicket.,Mom valued a watch more than a blicket.,incongruent,Mom,a watch,a blicket,98,value_subjective,Dad
Dad gave Mom a choice of gifts between a dax or a blicket. Mom picked a dax.,Mom valued a dax more than a blicket.,congruent,Mom,a dax,a blicket,99,value_subjective,Dad
Dad gave Mom a choice of gifts between a dax or a blicket. Mom picked a blicket.,Mom valued a blicket more than a dax.,congruent,Mom,a dax,a blicket,99,value_subjective,Dad
Dad gave Mom a choice of gifts between a dax or a blicket. Mom picked a dax.,Mom valued a blicket more than a dax.,incongruent,Mom,a dax,a blicket,99,value_subjective,Dad
Dad gave Mom a choice of gifts between a dax or a blicket. Mom picked a blicket.,Mom valued a dax more than a blicket.,incongruent,Mom,a dax,a blicket,99,value_subjective,Dad
