item,stim_classname,directness,condition,context,target,subject1,object1,object2,subject2,year
2,ownership,direct,incongruent,Alice has the right to sell the computer.,Alice doesn't own the computer.,Alice,computer,,,
2,ownership,direct,incongruent,Alice has the right to buy the computer.,Alice owns the computer,Alice,computer,,,
3,ownership,direct,congruent,Alice has the right to sell the dax.,Alice owns the dax,Alice,dax,,,
3,ownership,direct,congruent,Alice has the right to buy the dax.,Alice doesn't own the dax.,Alice,dax,,,
3,ownership,direct,incongruent,Alice has the right to sell the dax.,Alice doesn't own the dax.,Alice,dax,,,
3,ownership,direct,incongruent,Alice has the right to buy the dax.,Alice owns the dax,Alice,dax,,,
4,ownership,direct,congruent,Alice has the right to sell the blicket.,Alice owns the blicket,Alice,blicket,,,
4,ownership,direct,congruent,Alice has the right to buy the blicket.,Alice doesn't own the blicket.,Alice,blicket,,,
4,ownership,direct,incongruent,Alice has the right to sell the blicket.,Alice doesn't own the blicket.,Alice,blicket,,,
4,ownership,direct,incongruent,Alice has the right to buy the blicket.,Alice owns the blicket,Alice,blicket,,,
5,ownership,direct,congruent,Barack Obama has the right to sell the car.,Barack Obama owns the car,Barack Obama,car,,,
5,ownership,direct,congruent,Barack Obama has the right to buy the car.,Barack Obama doesn't own the car.,Barack Obama,car,,,
5,ownership,direct,incongruent,Barack Obama has the right to sell the car.,Barack Obama doesn't own the car.,Barack Obama,car,,,
5,ownership,direct,incongruent,Barack Obama has the right to buy the car.,Barack Obama owns the car,Barack Obama,car,,,
6,ownership,direct,congruent,Barack Obama has the right to sell the house.,Barack Obama owns the house,Barack Obama,house,,,
6,ownership,direct,congruent,Barack Obama has the right to buy the house.,Barack Obama doesn't own the house.,Barack Obama,house,,,
6,ownership,direct,incongruent,Barack Obama has the right to sell the house.,Barack Obama doesn't own the house.,Barack Obama,house,,,
6,ownership,direct,incongruent,Barack Obama has the right to buy the house.,Barack Obama owns the house,Barack Obama,house,,,
7,ownership,direct,congruent,Barack Obama has the right to sell the computer.,Barack Obama owns the computer,Barack Obama,computer,,,
7,ownership,direct,congruent,Barack Obama has the right to buy the computer.,Barack Obama doesn't own the computer.,Barack Obama,computer,,,
7,ownership,direct,incongruent,Barack Obama has the right to sell the computer.,Barack Obama doesn't own the computer.,Barack Obama,computer,,,
7,ownership,direct,incongruent,Barack Obama has the right to buy the computer.,Barack Obama owns the computer,Barack Obama,computer,,,
8,ownership,direct,congruent,Barack Obama has the right to sell the dax.,Barack Obama owns the dax,Barack Obama,dax,,,
8,ownership,direct,congruent,Barack Obama has the right to buy the dax.,Barack Obama doesn't own the dax.,Barack Obama,dax,,,
8,ownership,direct,incongruent,Barack Obama has the right to sell the dax.,Barack Obama doesn't own the dax.,Barack Obama,dax,,,
8,ownership,direct,incongruent,Barack Obama has the right to buy the dax.,Barack Obama owns the dax,Barack Obama,dax,,,
9,ownership,direct,congruent,Barack Obama has the right to sell the blicket.,Barack Obama owns the blicket,Barack Obama,blicket,,,
9,ownership,direct,congruent,Barack Obama has the right to buy the blicket.,Barack Obama doesn't own the blicket.,Barack Obama,blicket,,,
9,ownership,direct,incongruent,Barack Obama has the right to sell the blicket.,Barack Obama doesn't own the blicket.,Barack Obama,blicket,,,
9,ownership,direct,incongruent,Barack Obama has the right to buy the blicket.,Barack Obama owns the blicket,Barack Obama,blicket,,,
10,ownership,direct,congruent,Donald Trump has the right to sell the car.,Donald Trump owns the car,Donald Trump,car,,,
10,ownership,direct,congruent,Donald Trump has the right to buy the car.,Donald Trump doesn't own the car.,Donald Trump,car,,,
10,ownership,direct,incongruent,Donald Trump has the right to sell the car.,Donald Trump doesn't own the car.,Donald Trump,car,,,
10,ownership,direct,incongruent,Donald Trump has the right to buy the car.,Donald Trump owns the car,Donald Trump,car,,,
11,ownership,direct,congruent,Donald Trump has the right to sell the house.,Donald Trump owns the house,Donald Trump,house,,,
11,ownership,direct,congruent,Donald Trump has the right to buy the house.,Donald Trump doesn't own the house.,Donald Trump,house,,,
11,ownership,direct,incongruent,Donald Trump has the right to sell the house.,Donald Trump doesn't own the house.,Donald Trump,house,,,
11,ownership,direct,incongruent,Donald Trump has the right to buy the house.,Donald Trump owns the house,Donald Trump,house,,,
12,ownership,direct,congruent,Donald Trump has the right to sell the computer.,Donald Trump owns the computer,Donald Trump,computer,,,
12,ownership,direct,congruent,Donald Trump has the right to buy the computer.,Donald Trump doesn't own the computer.,Donald Trump,computer,,,
12,ownership,direct,incongruent,Donald Trump has the right to sell the computer.,Donald Trump doesn't own the computer.,Donald Trump,computer,,,
12,ownership,direct,incongruent,Donald Trump has the right to buy the computer.,Donald Trump owns the computer,Donald Trump,computer,,,
13,ownership,direct,congruent,Donald Trump has the right to sell the dax.,Donald Trump owns the dax,Donald Trump,dax,,,
13,ownership,direct,congruent,Donald Trump has the right to buy the dax.,Donald Trump doesn't own the dax.,Donald Trump,dax,,,
13,ownership,direct,incongruent,Donald Trump has the right to sell the dax.,Donald Trump doesn't own the dax.,Donald Trump,dax,,,
13,ownership,direct,incongruent,Donald Trump has the right to buy the dax.,Donald Trump owns the dax,Donald Trump,dax,,,
14,ownership,direct,congruent,Donald Trump has the right to sell the blicket.,Donald Trump owns the blicket,Donald Trump,blicket,,,
14,ownership,direct,congruent,Donald Trump has the right to buy the blicket.,Donald Trump doesn't own the blicket.,Donald Trump,blicket,,,
14,ownership,direct,incongruent,Donald Trump has the right to sell the blicket.,Donald Trump doesn't own the blicket.,Donald Trump,blicket,,,
14,ownership,direct,incongruent,Donald Trump has the right to buy the blicket.,Donald Trump owns the blicket,Donald Trump,blicket,,,
15,ownership,direct,congruent,Mom has the right to sell the car.,Mom owns the car,Mom,car,,,
15,ownership,direct,congruent,Mom has the right to buy the car.,Mom doesn't own the car.,Mom,car,,,
15,ownership,direct,incongruent,Mom has the right to sell the car.,Mom doesn't own the car.,Mom,car,,,
15,ownership,direct,incongruent,Mom has the right to buy the car.,Mom owns the car,Mom,car,,,
16,ownership,direct,congruent,Mom has the right to sell the house.,Mom owns the house,Mom,house,,,
16,ownership,direct,congruent,Mom has the right to buy the house.,Mom doesn't own the house.,Mom,house,,,
16,ownership,direct,incongruent,Mom has the right to sell the house.,Mom doesn't own the house.,Mom,house,,,
16,ownership,direct,incongruent,Mom has the right to buy the house.,Mom owns the house,Mom,house,,,
17,ownership,direct,congruent,Mom has the right to sell the computer.,Mom owns the computer,Mom,computer,,,
17,ownership,direct,congruent,Mom has the right to buy the computer.,Mom doesn't own the computer.,Mom,computer,,,
17,ownership,direct,incongruent,Mom has the right to sell the computer.,Mom doesn't own the computer.,Mom,computer,,,
17,ownership,direct,incongruent,Mom has the right to buy the computer.,Mom owns the computer,Mom,computer,,,
18,ownership,direct,congruent,Mom has the right to sell the dax.,Mom owns the dax,Mom,dax,,,
18,ownership,direct,congruent,Mom has the right to buy the dax.,Mom doesn't own the dax.,Mom,dax,,,
18,ownership,direct,incongruent,Mom has the right to sell the dax.,Mom doesn't own the dax.,Mom,dax,,,
18,ownership,direct,incongruent,Mom has the right to buy the dax.,Mom owns the dax,Mom,dax,,,
19,ownership,direct,congruent,Mom has the right to sell the blicket.,Mom owns the blicket,Mom,blicket,,,
19,ownership,direct,congruent,Mom has the right to buy the blicket.,Mom doesn't own the blicket.,Mom,blicket,,,
19,ownership,direct,incongruent,Mom has the right to sell the blicket.,Mom doesn't own the blicket.,Mom,blicket,,,
19,ownership,direct,incongruent,Mom has the right to buy the blicket.,Mom owns the blicket,Mom,blicket,,,
20,ownership,direct,congruent,Dad has the right to sell the car.,Dad owns the car,Dad,car,,,
20,ownership,direct,congruent,Dad has the right to buy the car.,Dad doesn't own the car.,Dad,car,,,
20,ownership,direct,incongruent,Dad has the right to sell the car.,Dad doesn't own the car.,Dad,car,,,
20,ownership,direct,incongruent,Dad has the right to buy the car.,Dad owns the car,Dad,car,,,
21,ownership,direct,congruent,Dad has the right to sell the house.,Dad owns the house,Dad,house,,,
21,ownership,direct,congruent,Dad has the right to buy the house.,Dad doesn't own the house.,Dad,house,,,
21,ownership,direct,incongruent,Dad has the right to sell the house.,Dad doesn't own the house.,Dad,house,,,
21,ownership,direct,incongruent,Dad has the right to buy the house.,Dad owns the house,Dad,house,,,
22,ownership,direct,congruent,Dad has the right to sell the computer.,Dad owns the computer,Dad,computer,,,
22,ownership,direct,congruent,Dad has the right to buy the computer.,Dad doesn't own the computer.,Dad,computer,,,
22,ownership,direct,incongruent,Dad has the right to sell the computer.,Dad doesn't own the computer.,Dad,computer,,,
22,ownership,direct,incongruent,Dad has the right to buy the computer.,Dad owns the computer,Dad,computer,,,
23,ownership,direct,congruent,Dad has the right to sell the dax.,Dad owns the dax,Dad,dax,,,
23,ownership,direct,congruent,Dad has the right to buy the dax.,Dad doesn't own the dax.,Dad,dax,,,
23,ownership,direct,incongruent,Dad has the right to sell the dax.,Dad doesn't own the dax.,Dad,dax,,,
23,ownership,direct,incongruent,Dad has the right to buy the dax.,Dad owns the dax,Dad,dax,,,
24,ownership,direct,congruent,Dad has the right to sell the blicket.,Dad owns the blicket,Dad,blicket,,,
24,ownership,direct,congruent,Dad has the right to buy the blicket.,Dad doesn't own the blicket.,Dad,blicket,,,
24,ownership,direct,incongruent,Dad has the right to sell the blicket.,Dad doesn't own the blicket.,Dad,blicket,,,
24,ownership,direct,incongruent,Dad has the right to buy the blicket.,Dad owns the blicket,Dad,blicket,,,
0,age_of_house,indirect,congruent,Alice lived in the wooden house when the brick house was being built.,The wooden house is older than the brick house.,Alice,wooden,brick,,
0,age_of_house,indirect,congruent,Alice lived in the brick house when the wooden house was being built.,The brick house is older than the wooden house.,Alice,wooden,brick,,
0,age_of_house,indirect,incongruent,Alice lived in the wooden house when the brick house was being built.,The brick house is older than the wooden house.,Alice,wooden,brick,,
0,age_of_house,indirect,incongruent,Alice lived in the brick house when the wooden house was being built.,The wooden house is older than the brick house.,Alice,wooden,brick,,
1,age_of_house,indirect,congruent,Alice lived in the wooden house when the thatched house was being built.,The wooden house is older than the thatched house.,Alice,wooden,thatched,,
1,age_of_house,indirect,congruent,Alice lived in the thatched house when the wooden house was being built.,The thatched house is older than the wooden house.,Alice,wooden,thatched,,
1,age_of_house,indirect,incongruent,Alice lived in the wooden house when the thatched house was being built.,The thatched house is older than the wooden house.,Alice,wooden,thatched,,
1,age_of_house,indirect,incongruent,Alice lived in the thatched house when the wooden house was being built.,The wooden house is older than the thatched house.,Alice,wooden,thatched,,
2,age_of_house,indirect,congruent,Alice lived in the wooden house when the stone house was being built.,The wooden house is older than the stone house.,Alice,wooden,stone,,
2,age_of_house,indirect,congruent,Alice lived in the stone house when the wooden house was being built.,The stone house is older than the wooden house.,Alice,wooden,stone,,
2,age_of_house,indirect,incongruent,Alice lived in the wooden house when the stone house was being built.,The stone house is older than the wooden house.,Alice,wooden,stone,,
2,age_of_house,indirect,incongruent,Alice lived in the stone house when the wooden house was being built.,The wooden house is older than the stone house.,Alice,wooden,stone,,
3,age_of_house,indirect,congruent,Alice lived in the wooden house when the terracotta house was being built.,The wooden house is older than the terracotta house.,Alice,wooden,terracotta,,
