item,stim_classname,directness,condition,context,target,subject1,subject2,object1
171,evading_chasing,direct,congruent,Alice and Donald Trump are playing a game which requires them to score a goal while avoiding cubes. Alice is evading Donald Trump in this game.,Alice is trying to escape Donald Trump.,Alice,Donald Trump,cubes
171,evading_chasing,direct,congruent,Alice and Donald Trump are playing a game which requires them to score a goal while avoiding cubes. Alice is chasing Donald Trump in this game.,Alice is trying to catch Donald Trump.,Alice,Donald Trump,cubes
171,evading_chasing,direct,incongruent,Alice and Donald Trump are playing a game which requires them to score a goal while avoiding cubes. Alice is evading Donald Trump in this game.,Alice is trying to catch Donald Trump.,Alice,Donald Trump,cubes
171,evading_chasing,direct,incongruent,Alice and Donald Trump are playing a game which requires them to score a goal while avoiding cubes. Alice is chasing Donald Trump in this game.,Alice is trying to escape Donald Trump.,Alice,Donald Trump,cubes
172,evading_chasing,direct,congruent,Alice and Donald Trump are playing a game which requires them to score a goal while avoiding spikes. Alice is evading Donald Trump in this game.,Alice is trying to escape Donald Trump.,Alice,Donald Trump,spikes
172,evading_chasing,direct,congruent,Alice and Donald Trump are playing a game which requires them to score a goal while avoiding spikes. Alice is chasing Donald Trump in this game.,Alice is trying to catch Donald Trump.,Alice,Donald Trump,spikes
172,evading_chasing,direct,incongruent,Alice and Donald Trump are playing a game which requires them to score a goal while avoiding spikes. Alice is evading Donald Trump in this game.,Alice is trying to catch Donald Trump.,Alice,Donald Trump,spikes
172,evading_chasing,direct,incongruent,Alice and Donald Trump are playing a game which requires them to score a goal while avoiding spikes. Alice is chasing Donald Trump in this game.,Alice is trying to escape Donald Trump.,Alice,Donald Trump,spikes
173,evading_chasing,direct,congruent,Alice and Donald Trump are playing a game which requires them to score a goal while avoiding daxes. Alice is evading Donald Trump in this game.,Alice is trying to escape Donald Trump.,Alice,Donald Trump,daxes
173,evading_chasing,direct,congruent,Alice and Donald Trump are playing a game which requires them to score a goal while avoiding daxes. Alice is chasing Donald Trump in this game.,Alice is trying to catch Donald Trump.,Alice,Donald Trump,daxes
173,evading_chasing,direct,incongruent,Alice and Donald Trump are playing a game which requires them to score a goal while avoiding daxes. Alice is evading Donald Trump in this game.,Alice is trying to catch Donald Trump.,Alice,Donald Trump,daxes
173,evading_chasing,direct,incongruent,Alice and Donald Trump are playing a game which requires them to score a goal while avoiding daxes. Alice is chasing Donald Trump in this game.,Alice is trying to escape Donald Trump.,Alice,Donald Trump,daxes
174,evading_chasing,direct,congruent,Alice and Donald Trump are playing a game which requires them to score a goal while avoiding blickets. Alice is evading Donald Trump in this game.,Alice is trying to escape Donald Trump.,Alice,Donald Trump,blickets
174,evading_chasing,direct,congruent,Alice and Donald Trump are playing a game which requires them to score a goal while avoiding blickets. Alice is chasing Donald Trump in this game.,Alice is trying to catch Donald Trump.,Alice,Donald Trump,blickets
174,evading_chasing,direct,incongruent,Alice and Donald Trump are playing a game which requires them to score a goal while avoiding blickets. Alice is evading Donald Trump in this game.,Alice is trying to catch Donald Trump.,Alice,Donald Trump,blickets
174,evading_chasing,direct,incongruent,Alice and Donald Trump are playing a game which requires them to score a goal while avoiding blickets. Alice is chasing Donald Trump in this game.,Alice is trying to escape Donald Trump.,Alice,Donald Trump,blickets
175,evading_chasing,direct,congruent,Alice and Mom are playing a game which requires them to score a goal while avoiding obstacles. Alice is evading Mom in this game.,Alice is trying to escape Mom.,Alice,Mom,obstacles
175,evading_chasing,direct,congruent,Alice and Mom are playing a game which requires them to score a goal while avoiding obstacles. Alice is chasing Mom in this game.,Alice is trying to catch Mom.,Alice,Mom,obstacles
175,evading_chasing,direct,incongruent,Alice and Mom are playing a game which requires them to score a goal while avoiding obstacles. Alice is evading Mom in this game.,Alice is trying to catch Mom.,Alice,Mom,obstacles
175,evading_chasing,direct,incongruent,Alice and Mom are playing a game which requires them to score a goal while avoiding obstacles. Alice is chasing Mom in this game.,Alice is trying to escape Mom.,Alice,Mom,obstacles
176,evading_chasing,direct,congruent,Alice and Mom are playing a game which requires them to score a goal while avoiding objects. Alice is evading Mom in this game.,Alice is trying to escape Mom.,Alice,Mom,objects
176,evading_chasing,direct,congruent,Alice and Mom are playing a game which requires them to score a goal while avoiding objects. Alice is chasing Mom in this game.,Alice is trying to catch Mom.,Alice,Mom,objects
176,evading_chasing,direct,incongruent,Alice and Mom are playing a game which requires them to score a goal while avoiding objects. Alice is evading Mom in this game.,Alice is trying to catch Mom.,Alice,Mom,objects
176,evading_chasing,direct,incongruent,Alice and Mom are playing a game which requires them to score a goal while avoiding objects. Alice is chasing Mom in this game.,Alice is trying to escape Mom.,Alice,Mom,objects
177,evading_chasing,direct,congruent,Alice and Mom are playing a game which requires them to score a goal while avoiding blocks. Alice is evading Mom in this game.,Alice is trying to escape Mom.,Alice,Mom,blocks
177,evading_chasing,direct,congruent,Alice and Mom are playing a game which requires them to score a goal while avoiding blocks. Alice is chasing Mom in this game.,Alice is trying to catch Mom.,Alice,Mom,blocks
177,evading_chasing,direct,incongruent,Alice and Mom are playing a game which requires them to score a goal while avoiding blocks. Alice is evading Mom in this game.,Alice is trying to catch Mom.,Alice,Mom,blocks
177,evading_chasing,direct,incongruent,Alice and Mom are playing a game which requires them to score a goal while avoiding blocks. Alice is chasing Mom in this game.,Alice is trying to escape Mom.,Alice,Mom,blocks
178,evading_chasing,direct,congruent,Alice and Mom are playing a game which requires them to score a goal while avoiding cubes. Alice is evading Mom in this game.,Alice is trying to escape Mom.,Alice,Mom,cubes
178,evading_chasing,direct,congruent,Alice and Mom are playing a game which requires them to score a goal while avoiding cubes. Alice is chasing Mom in this game.,Alice is trying to catch Mom.,Alice,Mom,cubes
178,evading_chasing,direct,incongruent,Alice and Mom are playing a game which requires them to score a goal while avoiding cubes. Alice is evading Mom in this game.,Alice is trying to catch Mom.,Alice,Mom,cubes
178,evading_chasing,direct,incongruent,Alice and Mom are playing a game which requires them to score a goal while avoiding cubes. Alice is chasing Mom in this game.,Alice is trying to escape Mom.,Alice,Mom,cubes
179,evading_chasing,direct,congruent,Alice and Mom are playing a game which requires them to score a goal while avoiding spikes. Alice is evading Mom in this game.,Alice is trying to escape Mom.,Alice,Mom,spikes
179,evading_chasing,direct,congruent,Alice and Mom are playing a game which requires them to score a goal while avoiding spikes. Alice is chasing Mom in this game.,Alice is trying to catch Mom.,Alice,Mom,spikes
179,evading_chasing,direct,incongruent,Alice and Mom are playing a game which requires them to score a goal while avoiding spikes. Alice is evading Mom in this game.,Alice is trying to catch Mom.,Alice,Mom,spikes
179,evading_chasing,direct,incongruent,Alice and Mom are playing a game which requires them to score a goal while avoiding spikes. Alice is chasing Mom in this game.,Alice is trying to escape Mom.,Alice,Mom,spikes
180,evading_chasing,direct,congruent,Alice and Mom are playing a game which requires them to score a goal while avoiding daxes. Alice is evading Mom in this game.,Alice is trying to escape Mom.,Alice,Mom,daxes
180,evading_chasing,direct,congruent,Alice and Mom are playing a game which requires them to score a goal while avoiding daxes. Alice is chasing Mom in this game.,Alice is trying to catch Mom.,Alice,Mom,daxes
180,evading_chasing,direct,incongruent,Alice and Mom are playing a game which requires them to score a goal while avoiding daxes. Alice is evading Mom in this game.,Alice is trying to catch Mom.,Alice,Mom,daxes
180,evading_chasing,direct,incongruent,Alice and Mom are playing a game which requires them to score a goal while avoiding daxes. Alice is chasing Mom in this game.,Alice is trying to escape Mom.,Alice,Mom,daxes
181,evading_chasing,direct,congruent,Alice and Mom are playing a game which requires them to score a goal while avoiding blickets. Alice is evading Mom in this game.,Alice is trying to escape Mom.,Alice,Mom,blickets
181,evading_chasing,direct,congruent,Alice and Mom are playing a game which requires them to score a goal while avoiding blickets. Alice is chasing Mom in this game.,Alice is trying to catch Mom.,Alice,Mom,blickets
181,evading_chasing,direct,incongruent,Alice and Mom are playing a game which requires them to score a goal while avoiding blickets. Alice is evading Mom in this game.,Alice is trying to catch Mom.,Alice,Mom,blickets
181,evading_chasing,direct,incongruent,Alice and Mom are playing a game which requires them to score a goal while avoiding blickets. Alice is chasing Mom in this game.,Alice is trying to escape Mom.,Alice,Mom,blickets
182,evading_chasing,direct,congruent,Alice and Dad are playing a game which requires them to score a goal while avoiding obstacles. Alice is evading Dad in this game.,Alice is trying to escape Dad.,Alice,Dad,obstacles
